"ERA" "R" "ER" "HR" "WHIP" "GO_AO" "OBP" "SLG" "OPS" "K_9" "BB_9" "H_9" "K_BB" "P_IP" "WR"
"2645" 3.94 0.484359233097881 0.438950554994955 0.0756811301715439 1.25 1.49 0.309 0.392 0.701 8.34 2.36 8.88 3.54 15.56 0.037037037037037
"2646" 3.68 0.466346153846154 0.408653846153846 0.125 1.24 1.03 0.306 0.412 0.718 7.27 2.25 8.91 3.23 16.03 0.130434782608696
"2647" 3.74 0.435428005937655 0.415635823849579 0.128649183572489 1.17 1.09 0.296 0.414 0.71 5.56 1.78 8.76 3.13 15.13 0
"2648" 3.78 0.465 0.42 0.08 1.29 2.39 0.325 0.38 0.706 7.02 3.33 8.28 2.11 15.86 0.04
"2649" 4.48 0.545350172215844 0.499425947187141 0.154994259471871 1.45 0.89 0.344 0.464 0.808 8.3 3.66 9.43 2.27 16.69 0.130434782608696
"2650" 3.06 0.362068965517241 0.34051724137931 0.0603448275862069 1.14 1.2 0.296 0.333 0.629 8.65 2.17 8.11 3.98 14.74 0.181818181818182
"2651" 3.67 0.423280423280423 0.407407407407407 0.105820105820106 1.22 1.42 0.311 0.404 0.714 6.67 2.52 8.48 2.64 15.72 0.0833333333333333
"2652" 3.74 0.473684210526316 0.415789473684211 0.126315789473684 1.28 0.79 0.313 0.424 0.738 6.49 1.71 9.81 3.81 15.96 0.130434782608696
"2653" 3.4 0.405049973698054 0.378748027354024 0.11572856391373 1.17 1.27 0.291 0.372 0.663 7.33 2.32 8.23 3.16 15.91 0.181818181818182
"2654" 3.47 0.392048591938156 0.386526780784097 0.0607399226946438 1.26 1.12 0.312 0.358 0.67 6.95 3.13 8.24 2.22 15.61 0.238095238095238
"2655" 3.97 0.487944890929966 0.442020665901263 0.068886337543054 1.39 2.13 0.338 0.391 0.729 5.46 2.68 9.84 2.04 15.33 0.0833333333333333
"2656" 3.83 0.504700643245918 0.425531914893617 0.0940128649183573 1.34 1.31 0.323 0.361 0.684 7.7 4.05 8.05 1.9 17.01 0.130434782608696
"2657" 3.74 0.425742574257426 0.415841584158416 0.128712871287129 1.21 0.89 0.301 0.421 0.721 5.75 1.56 9.31 3.69 14.64 0.0909090909090909
"2658" 3.72 0.459363957597173 0.413932357395255 0.126198889449773 1.22 0.89 0.305 0.41 0.715 7.35 2.45 8.53 3 15.01 0
"2659" 4.02 0.50468262226847 0.4474505723205 0.150884495317378 1.26 0.75 0.305 0.424 0.729 7.19 2.66 8.69 2.7 16.28 0.0434782608695652
"2660" 4.21 0.52046783625731 0.467836257309941 0.116959064327485 1.3 1.52 0.315 0.418 0.733 4.68 2.42 9.26 1.93 15 0.0434782608695652
"2661" 3.38 0.410404624277457 0.375722543352601 0.109826589595376 1.2 1.08 0.294 0.384 0.677 7.96 2.71 8.06 2.94 15.89 0.2
"2662" 3.54 0.439306358381503 0.393063583815029 0.0982658959537572 1.24 1.66 0.308 0.423 0.731 4.68 1.61 9.57 2.9 14.57 0.142857142857143
"2663" 4.29 0.5 0.476190476190476 0.130952380952381 1.36 1.16 0.337 0.418 0.755 7.71 3.38 8.89 2.29 16.42 0.0434782608695652
"2664" 4.33 0.539160045402951 0.482406356413167 0.158910329171396 1.29 0.93 0.312 0.463 0.775 7.23 1.94 9.68 3.74 16.13 -0.04
"2665" 4.67 0.571102227298687 0.519703026841805 0.18275271273558 1.22 0.93 0.299 0.446 0.745 7.44 2.67 8.32 2.79 15.72 0.263157894736842
"2666" 4.21 0.497076023391813 0.467836257309941 0.12280701754386 1.26 0.88 0.311 0.404 0.715 7.95 3.63 7.74 2.19 16.39 0.2
"2667" 4.48 0.523560209424084 0.49738219895288 0.0942408376963351 1.37 1.14 0.331 0.423 0.755 5.89 2.21 10.08 2.66 15.56 -0.04
"2668" 5.02 0.587889476778366 0.558495002939447 0.164609053497942 1.47 1.12 0.349 0.511 0.86 8.08 2.96 10.25 2.73 15.8 0.2
"2669" 3.76 0.482456140350877 0.419103313840156 0.10233918128655 1.27 1.23 0.304 0.391 0.695 6.08 2.45 8.97 2.48 15.58 -0.04
"2670" 2.94 0.353483606557377 0.327868852459016 0.0922131147540984 1.17 1.03 0.297 0.388 0.686 7.04 1.98 8.56 3.56 15.79 0.2
"2671" 4.43 0.499671268902038 0.493096646942801 0.151216305062459 1.26 0.69 0.317 0.475 0.792 3.96 1.42 9.93 2.79 15.12 0
"2672" 4.56 0.549973558963511 0.507667900581703 0.132205182443152 1.33 1.26 0.33 0.426 0.757 6.13 3.04 8.89 2.02 15.32 0.157894736842105
"2673" 5.07 0.596234309623431 0.564853556485356 0.172594142259414 1.37 0.59 0.328 0.486 0.813 6.57 2.21 10.1 2.98 16.66 -0.12
"2674" 4.03 0.492285084496694 0.448199853049229 0.0808229243203527 1.25 2.05 0.316 0.374 0.69 7 2.64 8.58 2.65 15.91 0.1
"2675" 4.86 0.590062111801242 0.540372670807453 0.149068322981366 1.45 1.12 0.337 0.438 0.775 9.34 3.97 9.06 2.35 17.81 0.0476190476190476
"2676" 4.49 0.499679692504805 0.499679692504805 0.11531069827034 1.22 1.03 0.306 0.407 0.713 7.6 2.07 8.92 3.67 15.28 0.157894736842105
"2677" 3.76 0.46583850931677 0.419254658385093 0.067287784679089 1.36 1.98 0.322 0.363 0.685 6.51 3.62 8.6 1.79 16.46 0
"2678" 3.9 0.477686989314896 0.433689503456945 0.125707102451288 1.27 1.18 0.315 0.416 0.731 6.55 2.77 8.7 2.37 15.76 -0.0434782608695652
"2679" 4.93 0.591945657447841 0.548277535177099 0.0873362445414847 1.45 1.86 0.348 0.388 0.736 6.94 3.84 9.25 1.81 16.6 -0.153846153846154
"2680" 4.12 0.491345616973758 0.45784477945282 0.145170295924065 1.15 0.69 0.294 0.407 0.702 7.28 2.81 7.58 2.59 15.96 0.0476190476190476
"2681" 3.81 0.479954827780915 0.423489553924337 0.101637492941841 1.35 0.69 0.326 0.38 0.706 8.88 4.11 8.02 2.16 17.05 0
"2682" 3.37 0.401826484018265 0.374429223744292 0.123287671232877 1.1 0.7 0.284 0.387 0.671 7.97 2.01 7.85 3.96 15.92 -0.0434782608695652
"2683" 4.14 0.482985729967069 0.461031833150384 0.0768386388583974 1.45 1.41 0.344 0.362 0.706 8.57 5.17 7.88 1.66 17.63 0
"2684" 3.55 0.442359249329759 0.39544235924933 0.0737265415549598 1.29 1.25 0.315 0.41 0.726 7.7 2.71 8.9 2.84 15.91 0.0526315789473684
"2685" 4.71 0.554973821989529 0.523560209424084 0.151832460732984 1.26 1.19 0.306 0.453 0.759 7.82 1.6 9.75 4.88 15.32 -0.130434782608696
"2686" 3.43 0.407626561472715 0.381328073635766 0.111768573307035 1.21 1 0.292 0.4 0.692 5.38 1.36 9.51 3.96 14.05 0.0526315789473684
"2687" 3.4 0.457038391224863 0.377818403412553 0.0914076782449726 1.22 1.22 0.304 0.377 0.681 5.75 2.85 8.16 2.02 15.46 0.111111111111111
"2688" 3.45 0.452853598014888 0.384615384615385 0.0930521091811414 1.19 1.56 0.299 0.385 0.683 7.63 2.06 8.68 3.7 15.57 0
"2689" 4.79 0.547850208044383 0.533980582524272 0.131761442441054 1.4 1.11 0.332 0.455 0.787 8.96 3.48 9.15 2.57 17.54 -0.0476190476190476
"2690" 3.61 0.474330357142857 0.401785714285714 0.078125 1.4 0.87 0.329 0.382 0.711 6.56 4.26 8.37 1.54 17.23 0
"2691" 3.1 0.384180790960452 0.344632768361582 0.141242937853107 1.25 0.94 0.307 0.402 0.71 6.31 3 8.29 2.1 16.92 -0.0476190476190476
"2692" 4.03 0.47568710359408 0.449260042283298 0.121564482029598 1.22 1.27 0.298 0.421 0.719 7.97 2.75 8.21 2.9 15.65 -0.0476190476190476
"2693" 5.18 0.596774193548387 0.575268817204301 0.123655913978495 1.47 1.26 0.341 0.426 0.767 9.19 4.35 8.85 2.11 17.74 -0.2
"2694" 1.57 0.188405797101449 0.173913043478261 0.0434782608695652 0.91 1.36 0.243 0.286 0.529 7.83 1.5 6.72 5.22 13.66 0.818181818181818
"2695" 2.96 0.36231884057971 0.330112721417069 0.0966183574879227 1.11 0.83 0.28 0.354 0.635 7.8 2.96 7.07 2.63 15.8 0.176470588235294
"2696" 4.59 0.573537762634867 0.511073253833049 0.0908574673480977 1.53 1.74 0.353 0.455 0.808 5.46 2.25 11.53 2.43 16.04 -0.0909090909090909
"2697" 4.85 0.587920897915553 0.53981827899519 0.154997327632282 1.44 2.05 0.339 0.473 0.812 3.8 2.59 10.38 1.46 15.29 -0.217391304347826
"2698" 3.74 0.440251572327044 0.416666666666667 0.0943396226415094 1.26 0.65 0.305 0.389 0.694 9.52 2.54 8.81 3.75 16.86 -0.0526315789473684
"2699" 3.25 0.361560418648906 0.361560418648906 0.123691722169363 1.21 0.67 0.305 0.389 0.694 6.58 2.99 7.86 2.2 16.01 0.384615384615385
"2700" 3.16 0.391686650679456 0.35171862509992 0.135891286970424 1.28 1.52 0.315 0.403 0.718 7.25 3.09 8.4 2.35 15.29 0.285714285714286
"2701" 5.4 0.658342792281498 0.601589103291714 0.141884222474461 1.61 0.81 0.365 0.452 0.817 7.28 4.84 9.68 1.51 17.68 -0.307692307692308
"2702" 4.82 0.570453437347635 0.536323744514871 0.121891760117016 1.38 1.43 0.331 0.442 0.773 7.28 2.98 9.47 2.44 16.68 -0.217391304347826
"2703" 5.11 0.618846694796062 0.569620253164557 0.070323488045007 1.62 2.11 0.367 0.429 0.796 3.47 3.22 11.36 1.08 16.39 -0.1
"2704" 5.77 0.674033149171271 0.640883977900553 0.116022099447514 1.67 1.67 0.381 0.44 0.82 6.17 5.22 9.85 1.18 17.04 -0.217391304347826
"2705" 3.81 0.453501722158439 0.424799081515499 0.114810562571757 1.22 1.1 0.302 0.396 0.698 9.27 2.89 8.09 3.21 15.84 -0.181818181818182
"2706" 3.86 0.486680327868853 0.430327868852459 0.102459016393443 1.27 1.12 0.31 0.405 0.716 7.68 2.21 9.2 3.48 15.62 -0.181818181818182
"2707" 5.16 0.612359550561798 0.573033707865168 0.219101123595506 1.27 1 0.308 0.465 0.774 6.72 3.08 8.34 2.18 16.06 -0.181818181818182
"2708" 4.07 0.505166475315729 0.453501722158439 0.120551090700344 1.34 0.91 0.32 0.435 0.755 5.77 2.01 10.05 2.87 15.51 -0.181818181818182
"2709" 2.93 0.441860465116279 0.325581395348837 0.13953488372093 1.05 0.64 0.263 0.376 0.639 6.91 2.51 6.91 2.75 16.72 0.5
"2710" 2.54 0.309859154929577 0.28169014084507 0.0422535211267606 1.07 3.03 0.281 0.278 0.558 8.75 3.68 5.96 2.38 15.14 0.777777777777778
"2711" 3.86 0.491071428571429 0.431547619047619 0.0744047619047619 1.48 1.09 0.346 0.386 0.732 11.04 4.92 8.38 2.24 17.14 0.6
"2712" 4.76 0.601545253863135 0.529801324503311 0.165562913907285 1.41 0.94 0.34 0.483 0.822 5 2.48 10.21 2.02 16.08 -0.2
"2713" 3.43 0.406779661016949 0.38135593220339 0.076271186440678 1.24 1.47 0.302 0.335 0.637 8.62 3.2 7.93 2.69 16.37 0.142857142857143
"2714" 5.73 0.686115613182064 0.637493246893571 0.145867098865478 1.42 1.09 0.347 0.471 0.818 6.99 2.96 9.81 2.36 16.22 -0.333333333333333
"2715" 3.81 0.43956043956044 0.423861852433281 0.0732600732600733 1.28 1.09 0.315 0.363 0.678 7.76 3.06 8.47 2.54 16.44 -0.272727272727273
"2716" 2.39 0.26685393258427 0.26685393258427 0.0561797752808989 1.38 1.13 0.334 0.351 0.686 8.16 4.02 8.41 2.03 16.3 1
"2717" 4.58 0.541899441340782 0.508379888268156 0.145251396648045 1.35 1.48 0.326 0.479 0.805 5.83 2.06 10.11 2.83 15.16 -0.0588235294117647
"2718" 5.22 0.676100628930818 0.581761006289308 0.180817610062893 1.47 1.67 0.346 0.497 0.843 6.42 2.96 10.29 2.17 16.03 -0.157894736842105
"2719" 3.24 0.396396396396396 0.36036036036036 0.0900900900900901 1.25 0.96 0.313 0.393 0.706 5.92 1.95 9.32 3.04 14.88 0.142857142857143
"2720" 4.23 0.506024096385542 0.469879518072289 0.0903614457831325 1.42 1.33 0.348 0.411 0.759 5.64 3.2 9.54 1.76 15.25 -0.111111111111111
"2721" 2.91 0.383838383838384 0.323232323232323 0.0707070707070707 1.2 0.94 0.3 0.368 0.667 5 2.45 8.36 2.04 15.36 0.454545454545455
"2722" 4.65 0.534979423868313 0.517342739564962 0.123456790123457 1.33 0.92 0.319 0.423 0.741 6.97 2.75 9.19 2.54 15.44 -0.333333333333333
"2723" 5.01 0.60702875399361 0.559105431309904 0.111821086261981 1.47 1.04 0.341 0.418 0.758 8.45 4.01 9.24 2.11 16.98 -0.333333333333333
"2724" 2.84 0.380348652931854 0.316957210776545 0.126782884310618 1.22 1.94 0.293 0.363 0.656 7.82 3.13 7.82 2.5 15.81 0.0769230769230769
"2725" 5.2 0.597572362278245 0.57889822595705 0.168067226890756 1.37 0.88 0.328 0.455 0.784 7.46 2.93 9.39 2.54 16.46 0.0769230769230769
"2726" 3.92 0.478547854785479 0.437293729372937 0.0577557755775578 1.36 1.79 0.327 0.402 0.73 7.25 2.22 10.06 3.27 14.44 0
"2727" 3.06 0.353227771010962 0.341047503045067 0.121802679658953 1.13 0.7 0.28 0.35 0.63 7 2.08 8.09 3.37 17.26 0.75
"2728" 2.96 0.328358208955224 0.328358208955224 0.0298507462686567 1.37 0.89 0.323 0.331 0.653 12.22 4.57 7.79 2.68 17.24 0.272727272727273
"2729" 5.45 0.638138138138138 0.608108108108108 0.24024024024024 1.41 1.24 0.337 0.527 0.864 5.18 1.82 10.84 2.85 15.55 -0.0666666666666667
"2730" 3.74 0.417422867513612 0.417422867513612 0.108892921960073 1.37 0.66 0.328 0.39 0.718 11.06 4.55 7.81 2.43 17.22 0.555555555555556
"2731" 3.7 0.459677419354839 0.411290322580645 0.129032258064516 1.27 0.75 0.309 0.411 0.72 7.91 2.98 8.42 2.66 16.69 0.272727272727273
"2732" 4.65 0.535395597858418 0.517549077929804 0.136823319452707 1.37 0.81 0.329 0.423 0.752 8.82 3.53 8.82 2.5 16.75 -0.3
"2733" 2.28 0.253731343283582 0.253731343283582 0.0895522388059701 0.94 0.73 0.254 0.36 0.613 9.27 1.88 6.58 4.93 15.03 0.75
"2734" 3.25 0.40520984081042 0.361794500723589 0.0723589001447178 1.3 0.85 0.314 0.418 0.732 7.14 2.99 8.7 2.39 17.08 0.75
"2735" 2.96 0.402985074626866 0.328358208955224 0.0597014925373134 1.16 1.96 0.289 0.305 0.594 7.12 3.36 7.12 2.12 16.21 0.272727272727273
"2736" 4.16 0.471622701838529 0.463629096722622 0.183852917665867 1.27 0.77 0.312 0.446 0.758 8.76 3.3 8.11 2.65 16.07 0
"2737" 4.49 0.56775170325511 0.499621498864497 0.0681302043906132 1.5 1.2 0.356 0.358 0.715 6.46 5.1 8.37 1.27 17.34 -0.176470588235294
"2738" 2.95 0.426229508196721 0.327868852459016 0.114754098360656 1.38 1.07 0.326 0.378 0.704 9.15 5.02 7.38 1.82 17.87 0.5
"2739" 4.1 0.494402985074627 0.457089552238806 0.0932835820895522 1.21 1.09 0.302 0.392 0.694 5.93 2.67 8.19 2.22 15.43 0.2
"2740" 2.09 0.246238030095759 0.232558139534884 0.0547195622435021 0.94 1.14 0.256 0.261 0.517 9.82 3.31 5.15 2.96 15.5 0.5
"2741" 4.54 0.523364485981308 0.504672897196262 0.130841121495327 1.33 1.13 0.323 0.459 0.782 7.23 2.1 9.84 3.44 14.93 -0.142857142857143
"2742" 4.44 0.506329113924051 0.493670886075949 0.126582278481013 1.54 2.02 0.367 0.392 0.759 6.49 6.04 7.86 1.08 16.9 0.0909090909090909
"2743" 5.09 0.641233766233766 0.568181818181818 0.113636363636364 1.38 1 0.321 0.424 0.745 6.99 2.33 10.12 3 17.03 -0.294117647058824
"2744" 5.58 0.628318584070796 0.619469026548673 0.132743362831858 1.48 1.46 0.356 0.49 0.846 6.05 1.75 11.55 3.45 16.44 -0.0769230769230769
"2745" 4.1 0.512820512820513 0.457875457875458 0.10989010989011 1.25 1.41 0.311 0.386 0.697 7.96 2.38 8.86 3.34 15.98 -0.0769230769230769
"2746" 5.71 0.653846153846154 0.634615384615385 0.173076923076923 1.54 0.97 0.356 0.478 0.834 4.5 3.81 10.04 1.18 16.25 0.714285714285714
"2747" 3.16 0.374407582938389 0.350710900473934 0.123222748815166 1.11 1.07 0.278 0.411 0.69 8.83 1.19 8.83 7.39 14.69 -0.2
"2748" 3.43 0.457142857142857 0.380952380952381 0.152380952380952 1.08 0.62 0.279 0.436 0.715 7.97 1.2 8.49 6.64 15.5 0
"2749" 5.34 0.620998719590269 0.59539052496799 0.121638924455826 1.47 1.05 0.344 0.397 0.741 9.59 5 8.21 1.92 17.33 -0.333333333333333
"2750" 4.61 0.602055800293686 0.513950073421439 0.13215859030837 1.43 2.42 0.339 0.447 0.786 7.24 2.63 10.27 2.75 15.75 0.0909090909090909
"2751" 2.17 0.27231467473525 0.242057488653555 0.0605143721633888 1.04 1.76 0.277 0.348 0.626 7.33 1.09 8.28 6.75 14.04 0.333333333333333
"2752" 4.87 0.622448979591837 0.540816326530612 0.153061224489796 1.56 0.88 0.349 0.468 0.817 7.44 3.77 10.29 1.98 17.37 -0.25
"2753" 4.24 0.623501199040767 0.471622701838529 0.151878497202238 1.36 0.88 0.318 0.449 0.767 7.9 2.73 9.55 2.89 16.91 -0.142857142857143
"2754" 4.25 0.53416149068323 0.472049689440994 0.0807453416149068 1.39 1.04 0.332 0.397 0.729 5.98 3.13 9.39 1.91 16.12 -0.333333333333333
"2755" 3.76 0.455547391623806 0.418809698750918 0.102865540044085 1.35 1.21 0.332 0.422 0.754 5.35 2.77 9.37 1.93 15.89 0
"2756" 2.22 0.323076923076923 0.246153846153846 0.0461538461538462 1.2 2.07 0.303 0.321 0.624 6.51 3.18 7.62 2.04 16.46 1
"2757" 4.85 0.555555555555556 0.538461538461538 0.145299145299145 1.33 0.61 0.315 0.435 0.75 8.54 3 9 2.85 16.58 -0.2
"2758" 5.32 0.605381165919282 0.594170403587444 0.134529147982063 1.61 0.88 0.368 0.485 0.853 5.92 3.31 11.14 1.79 15.74 -0.2
"2759" 2.34 0.306469920544835 0.261066969353008 0.0794551645856981 1.2 1.19 0.296 0.34 0.636 8.86 3.67 7.13 2.42 15.69 0.714285714285714
"2760" 4.58 0.532069970845481 0.510204081632653 0.123906705539359 1.26 1.63 0.313 0.43 0.743 6.41 2.29 9.09 2.8 14.78 -0.142857142857143
"2761" 4.27 0.512820512820513 0.474358974358974 0.16025641025641 1.2 0.71 0.305 0.441 0.745 6.87 3.12 7.67 2.2 16.02 -0.368421052631579
"2762" 4.2 0.518796992481203 0.466165413533835 0.0902255639097744 1.51 1.26 0.359 0.447 0.806 7.24 3.18 10.42 2.28 16.48 -0.2
"2763" 2.49 0.30791788856305 0.278592375366569 0.0293255131964809 1.09 6.63 0.291 0.287 0.578 5.5 2.75 7.08 2 13.54 0.714285714285714
"2764" 3.27 0.403071017274472 0.36468330134357 0.0767754318618042 1.39 1.06 0.333 0.385 0.718 7.74 2.92 9.63 2.65 16.53 0.25
"2765" 4.67 0.60781476121563 0.520984081041968 0.144717800289436 1.44 1.35 0.33 0.387 0.717 12.07 5.06 7.92 2.38 20.26 -0.230769230769231
"2766" 2.64 0.36 0.293333333333333 0.0933333333333333 1.27 1.27 0.311 0.406 0.717 6.12 1.68 9.72 3.64 16.08 0
"2767" 6.22 0.710659898477157 0.693739424703892 0.152284263959391 1.74 1.06 0.404 0.448 0.852 5.76 6.52 9.1 0.88 17.61 -0.0909090909090909
"2768" 2 0.296296296296296 0.222222222222222 0.0740740740740741 0.96 0.83 0.248 0.259 0.507 7.56 3.22 5.44 2.34 16.43 0
"2769" 3.68 0.436619718309859 0.408450704225352 0.197183098591549 1.14 0.88 0.288 0.432 0.72 10.65 2.79 7.48 3.82 17.03 0.25
"2770" 2.48 0.307219662058372 0.276497695852535 0.10752688172043 1.07 0.81 0.293 0.344 0.637 7.44 3.44 6.2 2.16 15.63 0.666666666666667
"2771" 5.07 0.615640599001664 0.565723793677205 0.0998336106489185 1.54 2.13 0.352 0.404 0.756 7.91 4.77 9.1 1.66 17.72 0.25
"2772" 1.51 0.182584269662921 0.168539325842697 0.0561797752808989 0.81 0.7 0.225 0.226 0.45 15.32 2.89 4.4 5.3 16.79 0
"2773" 5.43 0.669781931464174 0.607476635514019 0.14018691588785 1.65 2.11 0.369 0.467 0.836 5.71 4.59 10.3 1.24 18.03 -0.0909090909090909
"2774" 2.69 0.411392405063291 0.300632911392405 0.0474683544303797 1.3 1.46 0.327 0.336 0.663 9.61 4.1 7.63 2.34 17.31 0.428571428571429
"2775" 3.36 0.419075144508671 0.375722543352601 0.115606936416185 1.28 0.95 0.312 0.38 0.692 12.01 4.39 7.11 2.74 17.64 0.111111111111111
"2776" 3.69 0.432852386237514 0.410654827968923 0.144284128745838 1.26 0.81 0.308 0.434 0.742 7.97 2.19 9.17 3.64 16.61 0.25
"2777" 4.11 0.55045871559633 0.458715596330275 0.18348623853211 1.21 0.57 0.296 0.438 0.735 5.95 1.85 9.03 3.22 16.78 0
"2778" 3.57 0.396551724137931 0.396551724137931 0.0517241379310345 1.07 0.79 0.272 0.346 0.617 9.62 1.86 7.76 5.17 15.78 0.25
"2779" 3.64 0.448950036205648 0.405503258508327 0.130340333091962 1.14 0.61 0.285 0.419 0.703 9.3 1.89 8.39 4.93 16.24 -0.166666666666667
"2780" 6.17 0.724465558194774 0.688836104513064 0.166270783847981 1.56 1.06 0.361 0.499 0.86 7.87 3.19 10.84 2.47 16.46 -0.230769230769231
"2781" 2.32 0.303030303030303 0.257575757575758 0.136363636363636 0.98 0.39 0.269 0.287 0.556 13.36 4.09 4.77 3.27 18.17 0.428571428571429
"2782" 2.72 0.325379609544469 0.303687635574837 0.0650759219088937 0.95 0.98 0.256 0.273 0.529 10.29 3.11 5.44 3.31 16.08 0.428571428571429
"2783" 3.91 0.465116279069767 0.436046511627907 0.145348837209302 1.18 1.27 0.301 0.393 0.693 8.33 2.78 7.81 3 16.39 -0.166666666666667
"2784" 5.96 0.731707317073171 0.665188470066519 0.16629711751663 1.42 1.36 0.338 0.471 0.81 4.67 3.38 9.43 1.38 16.1 -0.230769230769231
"2785" 2.72 0.304054054054054 0.304054054054054 0.135135135135135 1.27 0.75 0.307 0.341 0.648 10.11 5.43 6.03 1.86 16.96 0.428571428571429
"2786" 6.44 0.725490196078431 0.715686274509804 0.225490196078431 1.54 0.64 0.349 0.496 0.846 7.5 3.88 9.97 1.93 17.32 0
"2787" 4.6 0.532646048109966 0.515463917525773 0.13745704467354 1.35 1.14 0.328 0.43 0.759 7.52 3.07 9.05 2.45 16.82 0.25
"2788" 2.35 0.276923076923077 0.261538461538462 0.0923076923076923 0.85 0.51 0.23 0.274 0.504 13.71 3.05 4.57 4.5 16.17 0.25
"2789" 3.97 0.454545454545455 0.443458980044346 0.0886917960088692 1.15 0.86 0.288 0.379 0.667 6.55 1.49 8.83 4.4 14.48 0.111111111111111
"2790" 3.53 0.467289719626168 0.392523364485981 0.0934579439252336 1.38 1.41 0.333 0.407 0.74 6.31 3.03 9.42 2.08 15.84 -0.166666666666667
"2791" 3.14 0.477178423236514 0.352697095435685 0.0622406639004149 1.13 0.81 0.285 0.299 0.584 5.73 3.51 6.66 1.63 14.53 0.666666666666667
"2792" 3.68 0.420454545454545 0.409090909090909 0.159090909090909 1.18 1.01 0.293 0.434 0.727 9 2.45 8.18 3.67 15.03 0.428571428571429
"2793" 5.09 0.687455705173636 0.566973777462792 0.141743444365698 1.42 1.62 0.332 0.44 0.772 6.3 2.67 10.13 2.36 16.73 -0.411764705882353
"2794" 2.51 0.295081967213115 0.278688524590164 0.0491803278688525 1.16 1.51 0.289 0.308 0.597 10.92 2.36 8.11 4.63 16.51 0
"2795" 3.91 0.450819672131148 0.437158469945355 0.0819672131147541 1.34 1.19 0.319 0.426 0.745 7.94 2.32 9.77 3.42 16 0.111111111111111
"2796" 2.85 0.332829046898638 0.317700453857791 0.121028744326778 1.15 1.34 0.3 0.409 0.71 5.56 2.58 7.73 2.16 15.26 0.25
"2797" 1.95 0.235934664246824 0.217785843920145 0.0544464609800363 0.8 0.9 0.213 0.239 0.452 11.87 1.79 5.37 6.64 16.63 0.428571428571429
"2798" 3.46 0.424354243542435 0.387453874538745 0.14760147601476 1.5 0.89 0.351 0.401 0.752 6.42 5.1 8.4 1.26 16.92 0.428571428571429
"2799" 4.56 0.531645569620253 0.506329113924051 0.113924050632911 1.39 1.33 0.33 0.387 0.717 9.23 3.87 8.66 2.38 17.08 0.666666666666667
"2800" 2.44 0.314285714285714 0.271428571428571 0.114285714285714 1.06 0.84 0.278 0.344 0.621 11.83 2.31 7.2 5.11 16.4 -0.0909090909090909
"2801" 2.49 0.351906158357771 0.278592375366569 0.0586510263929619 1.24 2.53 0.303 0.345 0.648 8 2.62 8.52 3.05 16.38 0.111111111111111
"2802" 2.87 0.346205059920107 0.319573901464714 0.106524633821571 1.14 1.51 0.286 0.346 0.632 8.24 2.51 7.77 3.29 15.01 0.111111111111111
"2803" 2.44 0.27231467473525 0.27231467473525 0.0302571860816944 1.34 2.47 0.33 0.283 0.613 7.87 5.02 7.06 1.57 16.64 0.428571428571429
"2804" 6.36 0.717749757516974 0.708050436469447 0.17458777885548 1.46 1.03 0.342 0.518 0.86 4.88 2.18 10.97 2.24 15.58 -0.230769230769231
"2805" 5.26 0.584905660377358 0.584905660377358 0.0377358490566038 1.42 1.16 0.351 0.372 0.723 7.13 4.42 8.32 1.62 16.94 0.25
"2806" 3.22 0.395189003436426 0.360824742268041 0.103092783505155 1.52 2.81 0.363 0.376 0.739 10.59 4.3 9.36 2.46 16.4 0.111111111111111
"2807" 3.63 0.432835820895522 0.402985074626866 0.0746268656716418 1.51 0.93 0.344 0.349 0.694 10.61 5.37 8.19 1.98 19.42 0.111111111111111
"2808" 3.38 0.395480225988701 0.376647834274953 0.0941619585687382 1.13 0.91 0.286 0.337 0.623 8.94 3.88 6.24 2.3 16.24 0.428571428571429
"2809" 5.65 0.655216284987277 0.629770992366412 0.146310432569975 1.57 1.11 0.37 0.51 0.88 5.94 2.97 11.19 2 17.19 -0.333333333333333
"2810" 3.72 0.520833333333333 0.416666666666667 0.0297619047619048 1.51 3.56 0.35 0.326 0.676 7.18 3.99 9.58 1.8 16.49 0.25
"2811" 2.57 0.314285714285714 0.285714285714286 0.0285714285714286 1.03 2.5 0.27 0.295 0.565 6.43 1.8 7.46 3.57 15.06 0.333333333333333
"2812" 5.09 0.60126582278481 0.569620253164557 0.0791139240506329 1.55 1.16 0.357 0.423 0.78 8.34 4.1 9.9 2.03 18.61 -0.111111111111111
"2813" 7.39 0.824847250509165 0.824847250509165 0.234215885947047 1.71 0.98 0.374 0.584 0.959 3.83 2.37 13.04 1.62 16.5 -0.384615384615385
"2814" 2.21 0.27359781121751 0.246238030095759 0.0683994528043776 1.05 1.49 0.279 0.291 0.57 7.12 2.58 6.87 2.76 14.69 0.6
"2815" 2.48 0.310344827586207 0.275862068965517 0.0344827586206897 1.26 1.66 0.322 0.353 0.676 6.98 2.64 8.69 2.65 16.16 -0.111111111111111
"2816" 3.52 0.463483146067416 0.393258426966292 0.0561797752808989 1.35 1.14 0.326 0.341 0.666 4.52 3.27 8.92 1.38 15.92 0
"2817" 5.65 0.723404255319149 0.627659574468085 0.159574468085106 1.47 2.32 0.34 0.499 0.839 1.91 2.01 11.2 0.95 14.39 -0.466666666666667
"2818" 3.82 0.439393939393939 0.424242424242424 0.181818181818182 1.09 1.14 0.284 0.403 0.687 12.55 3.55 6.27 3.54 17.3 0.142857142857143
