"","Date","iRate"
"403","9/22/2014","11.6238"
"402","9/23/2014","11.586"
"401","9/24/2014","11.4929"
"400","9/25/2014","11.5701"
"399","9/26/2014","11.5422"
"398","9/29/2014","11.8264"
"397","9/30/2014","11.7658"
"396","10/1/2014","11.8576"
"395","10/2/2014","11.88"
"394","10/3/2014","11.7582"
"393","10/6/2014","11.73"
"392","10/7/2014","11.6752"
"391","10/8/2014","11.7302"
"390","10/9/2014","11.7832"
"389","10/10/2014","11.8936"
"388","10/13/2014","11.8001"
"387","10/14/2014","11.7674"
"386","10/15/2014","11.8915"
"385","10/16/2014","11.9536"
"384","10/17/2014","11.845"
"383","10/20/2014","11.97"
"382","10/21/2014","11.9494"
"381","10/22/2014","11.8544"
"380","10/23/2014","11.915"
"379","10/24/2014","11.8731"
"378","10/27/2014","11.755"
"377","10/28/2014","11.705"
"376","10/29/2014","11.7201"
"375","10/30/2014","12.0878"
"374","10/31/2014","12.1358"
"373","11/3/2014","12.2397"
"372","11/4/2014","12.2588"
"371","11/5/2014","12.2478"
"370","11/6/2014","12.3579"
"369","11/7/2014","12.2901"
"368","11/10/2014","12.3101"
"367","11/11/2014","12.3582"
"366","11/12/2014","12.4252"
"365","11/13/2014","12.4732"
"364","11/14/2014","12.4554"
"363","11/17/2014","12.4675"
"362","11/18/2014","12.4197"
"361","11/19/2014","12.3428"
"360","11/20/2014","12.4008"
"359","11/21/2014","12.2211"
"358","11/24/2014","12.2141"
"357","11/25/2014","12.2392"
"356","11/26/2014","12.2923"
"355","11/27/2014","12.2833"
"354","11/28/2014","12.4409"
"353","12/1/2014","12.4798"
"352","12/2/2014","12.565"
"351","12/3/2014","12.581"
"350","12/4/2014","12.385"
"349","12/5/2014","12.395"
"348","12/8/2014","12.465"
"347","12/9/2014","12.445"
"346","12/10/2014","12.465"
"345","12/11/2014","12.4927"
"344","12/12/2014","12.525"
"343","12/15/2014","12.6308"
"342","12/16/2014","12.995"
"341","12/17/2014","12.8969"
"340","12/18/2014","12.9"
"339","12/19/2014","12.9236"
"338","12/22/2014","12.8688"
"337","12/23/2014","12.91"
"336","12/26/2014","12.9391"
"335","12/29/2014","12.96"
"334","12/30/2014","12.9533"
"333","12/31/2014","12.9533"
"332","1/1/2015","12.9533"
"331","1/2/2015","12.895"
"330","1/5/2015","12.859"
"329","1/6/2015","12.7694"
"328","1/7/2015","12.73"
"327","1/8/2015","12.7194"
"326","1/9/2015","12.695"
"325","1/12/2015","12.7547"
"324","1/13/2015","12.6792"
"323","1/14/2015","12.67"
"322","1/15/2015","12.61"
"321","1/16/2015","12.5485"
"320","1/19/2015","12.6652"
"319","1/20/2015","12.6229"
"318","1/21/2015","12.585"
"317","1/22/2015","12.6782"
"316","1/23/2015","12.668"
"315","1/26/2015","12.6849"
"314","1/27/2015","12.655"
"313","1/28/2015","12.665"
"312","1/29/2015","12.6645"
"311","1/30/2015","12.7471"
"310","2/2/2015","12.845"
"309","2/3/2015","12.745"
"308","2/4/2015","12.8041"
"307","2/5/2015","12.855"
"306","2/6/2015","12.8519"
"305","2/9/2015","12.8959"
"304","2/10/2015","13.035"
"303","2/11/2015","13.24"
"302","2/12/2015","13.2181"
"301","2/13/2015","12.81"
"300","2/18/2015","13.155"
"299","2/19/2015","13.2378"
"298","2/20/2015","13.27"
"297","2/23/2015","13.255"
"296","2/24/2015","13.125"
"295","2/25/2015","13.1276"
"294","2/26/2015","13.1376"
"293","2/27/2015","13.046"
"292","3/2/2015","13.1265"
"291","3/3/2015","13.165"
"290","3/4/2015","13.2366"
"289","3/5/2015","13.315"
"288","3/6/2015","13.53"
"287","3/9/2015","13.8873"
"286","3/10/2015","13.7473"
"285","3/11/2015","13.7219"
"284","3/12/2015","13.86"
"283","3/13/2015","13.9054"
"282","3/16/2015","13.92"
"281","3/17/2015","13.7826"
"280","3/18/2015","13.6"
"279","3/19/2015","13.7882"
"278","3/20/2015","13.69"
"277","3/23/2015","13.6174"
"276","3/24/2015","13.5865"
"275","3/25/2015","13.565"
"274","3/26/2015","13.5854"
"273","3/27/2015","13.6338"
"272","3/30/2015","13.6006"
"271","3/31/2015","13.5094"
"270","4/1/2015","13.3506"
"269","4/2/2015","13.375"
"268","4/6/2015","13.34"
"267","4/7/2015","13.3"
"266","4/8/2015","13.22"
"265","4/9/2015","13.255"
"264","4/10/2015","13.245"
"263","4/13/2015","13.2569"
"262","4/14/2015","13.245"
"261","4/15/2015","13.255"
"260","4/16/2015","13.3012"
"259","4/17/2015","13.435"
"258","4/20/2015","13.515"
"257","4/22/2015","13.515"
"256","4/23/2015","13.545"
"255","4/24/2015","13.585"
"254","4/27/2015","13.465"
"253","4/28/2015","13.505"
"252","4/29/2015","13.475"
"251","4/30/2015","13.685"
"250","5/4/2015","13.69"
"249","5/5/2015","13.685"
"248","5/6/2015","13.6965"
"247","5/7/2015","13.81"
"246","5/8/2015","13.77"
"245","5/11/2015","13.7973"
"244","5/12/2015","13.7808"
"243","5/13/2015","13.7978"
"242","5/14/2015","13.7651"
"241","5/15/2015","13.7239"
"240","5/18/2015","13.7696"
"239","5/19/2015","13.8024"
"238","5/20/2015","13.7012"
"237","5/21/2015","13.7371"
"236","5/22/2015","13.6937"
"235","5/25/2015","13.6691"
"234","5/26/2015","13.6563"
"233","5/27/2015","13.7174"
"232","5/28/2015","13.7189"
"231","5/29/2015","13.7716"
"230","6/1/2015","13.865"
"229","6/2/2015","13.8886"
"228","6/3/2015","13.9539"
"227","6/5/2015","14.0242"
"226","6/8/2015","13.9932"
"225","6/9/2015","13.9958"
"224","6/10/2015","14.117"
"223","6/11/2015","14.2214"
"222","6/12/2015","14.2268"
"221","6/15/2015","14.3393"
"220","6/16/2015","14.3152"
"219","6/17/2015","14.2156"
"218","6/18/2015","14.2585"
"217","6/19/2015","14.3169"
"216","6/22/2015","14.2363"
"215","6/23/2015","14.1708"
"214","6/24/2015","14.2711"
"213","6/25/2015","14.3603"
"212","6/26/2015","14.3602"
"211","6/29/2015","14.3374"
"210","6/30/2015","14.2825"
"209","7/1/2015","14.3122"
"208","7/2/2015","14.1529"
"207","7/3/2015","14.1051"
"206","7/6/2015","14.1249"
"205","7/7/2015","14.1015"
"204","7/8/2015","14.0553"
"203","7/10/2015","13.929"
"202","7/13/2015","13.9563"
"201","7/14/2015","13.9625"
"200","7/15/2015","13.9301"
"199","7/16/2015","13.9137"
"198","7/17/2015","13.882"
"197","7/20/2015","13.7425"
"196","7/21/2015","13.7716"
"195","7/22/2015","13.7789"
"194","7/23/2015","14.0318"
"193","7/24/2015","14.2785"
"192","7/27/2015","14.2771"
"191","7/28/2015","14.2652"
"190","7/29/2015","14.2698"
"189","7/30/2015","13.9947"
"188","7/31/2015","13.9508"
"187","8/3/2015","14.007"
"186","8/4/2015","14.0785"
"185","8/5/2015","14.1249"
"184","8/6/2015","14.4636"
"183","8/7/2015","14.5493"
"182","8/10/2015","14.3852"
"181","8/11/2015","14.2113"
"180","8/12/2015","14.1585"
"179","8/13/2015","14.2011"
"178","8/14/2015","14.1703"
"177","8/17/2015","14.1549"
"176","8/18/2015","14.153"
"175","8/19/2015","14.1208"
"174","8/20/2015","14.0498"
"173","8/21/2015","14.0811"
"172","8/24/2015","14.2715"
"171","8/25/2015","14.3076"
"170","8/26/2015","14.216"
"169","8/27/2015","14.123"
"168","8/28/2015","14.1957"
"167","8/31/2015","14.3944"
"166","9/1/2015","14.5542"
"165","9/2/2015","14.8865"
"164","9/3/2015","14.7135"
"163","9/4/2015","15.0098"
"162","9/8/2015","14.9078"
"161","9/9/2015","14.91"
"160","9/10/2015","15.1988"
"159","9/11/2015","15.1363"
"158","9/14/2015","14.9469"
"157","9/15/2015","14.9919"
"156","9/16/2015","15.0264"
"155","9/17/2015","15.1196"
"154","9/18/2015","15.405"
"153","9/21/2015","15.5463"
"152","9/22/2015","15.6757"
"151","9/23/2015","16.2239"
"150","9/24/2015","15.491"
"149","9/25/2015","15.4991"
"148","9/28/2015","15.9874"
"147","9/29/2015","15.8865"
"146","9/30/2015","15.5262"
"145","10/1/2015","15.6864"
"144","10/2/2015","15.3622"
"143","10/5/2015","15.3961"
"142","10/6/2015","15.2041"
"141","10/7/2015","15.388"
"140","10/8/2015","15.1889"
"139","10/9/2015","15.45"
"138","10/13/2015","15.6854"
"137","10/14/2015","15.4646"
"136","10/15/2015","15.2891"
"135","10/16/2015","15.4544"
"134","10/19/2015","15.3223"
"133","10/20/2015","15.2807"
"132","10/21/2015","15.3388"
"131","10/22/2015","15.187"
"130","10/23/2015","15.252"
"129","10/26/2015","15.2402"
"128","10/27/2015","15.1188"
"127","10/28/2015","15.2765"
"126","10/29/2015","15.3414"
"125","10/30/2015","15.3963"
"124","11/3/2015","15.2963"
"123","11/4/2015","15.2749"
"122","11/5/2015","15.2926"
"121","11/6/2015","15.3178"
"120","11/9/2015","15.4683"
"119","11/10/2015","15.4971"
"118","11/11/2015","15.4043"
"117","11/12/2015","15.5353"
"116","11/13/2015","15.5695"
"115","11/16/2015","15.4522"
"114","11/17/2015","15.4731"
"113","11/18/2015","15.4035"
"112","11/19/2015","15.1569"
"111","11/20/2015","14.59"
"110","11/23/2015","15.0748"
"109","11/24/2015","15.1591"
"108","11/25/2015","15.2327"
"107","11/26/2015","15.4696"
"106","11/27/2015","15.6214"
"105","11/30/2015","15.7054"
"104","12/1/2015","15.6655"
"103","12/2/2015","15.6228"
"102","12/3/2015","15.7173"
"101","12/4/2015","15.6696"
"100","12/7/2015","15.6963"
"99","12/8/2015","15.7176"
"98","12/9/2015","15.7035"
"97","12/10/2015","15.9106"
"96","12/11/2015","15.9334"
"95","12/14/2015","16.0077"
"94","12/15/2015","15.952"
"93","12/16/2015","15.9725"
"92","12/17/2015","15.856"
"91","12/18/2015","15.8769"
"90","12/21/2015","15.9734"
"89","12/22/2015","15.8517"
"88","12/23/2015","15.7955"
"87","12/24/2015","15.09"
"86","12/28/2015","15.7575"
"85","12/29/2015","15.8193"
"84","12/30/2015","15.8797"
"83","12/31/2015","15.18"
"82","1/4/2016","15.7743"
"81","1/5/2016","15.6441"
"80","1/6/2016","15.5388"
"79","1/7/2016","15.5995"
"78","1/8/2016","15.5536"
"77","1/11/2016","15.6477"
"76","1/12/2016","15.5558"
"75","1/13/2016","15.5358"
"74","1/14/2016","15.5068"
"73","1/15/2016","15.6027"
"72","1/18/2016","15.6427"
"71","1/19/2016","15.4498"
"70","1/20/2016","15.2639"
"69","1/21/2016","14.9448"
"68","1/22/2016","14.9325"
"67","1/25/2016","15.06"
"66","1/26/2016","14.8175"
"65","1/27/2016","14.8076"
"64","1/28/2016","14.5381"
"63","1/29/2016","14.5815"
"62","2/1/2016","14.461"
"61","2/2/2016","14.6091"
"60","2/3/2016","14.536"
"59","2/4/2016","14.6077"
"58","2/5/2016","14.6098"
"57","2/10/2016","14.4921"
"56","2/11/2016","14.5428"
"55","2/12/2016","14.504"
"54","2/15/2016","14.4816"
"53","2/16/2016","14.3181"
"52","2/17/2016","14.3004"
"51","2/18/2016","14.3824"
"50","2/19/2016","14.3079"
"49","2/22/2016","14.2296"
"48","2/23/2016","14.2584"
"47","2/24/2016","14.23"
"46","2/25/2016","14.2725"
"45","2/26/2016","14.2844"
"44","2/29/2016","14.2135"
"43","3/1/2016","14.0493"
"42","3/2/2016","14.1148"
"41","3/3/2016","14.0593"
"40","3/4/2016","14.064"
"39","3/7/2016","14.1402"
"38","3/8/2016","14.06"
"37","3/9/2016","13.8887"
"36","3/10/2016","13.815"
"35","3/11/2016","13.6858"
"34","3/14/2016","13.7099"
"33","3/15/2016","13.8596"
"32","3/16/2016","13.7175"
"31","3/17/2016","13.6254"
"30","3/18/2016","13.6821"
"29","3/21/2016","13.7011"
"28","3/22/2016","13.6327"
"27","3/23/2016","13.6075"
"26","3/24/2016","13.712"
"25","3/28/2016","13.634"
"24","3/29/2016","13.647"
"23","3/30/2016","13.6442"
"22","3/31/2016","13.8051"
"21","4/1/2016","13.7715"
"20","4/4/2016","13.7118"
"19","4/5/2016","13.7236"
"18","4/6/2016","13.7385"
"17","4/7/2016","13.7957"
"16","4/8/2016","13.6539"
"15","4/11/2016","13.627"
"14","4/12/2016","13.6027"
"13","4/13/2016","13.4692"
"12","4/14/2016","13.435"
"11","4/15/2016","13.3865"
"10","4/18/2016","13.2368"
"9","4/19/2016","13.2411"
"8","4/20/2016","13.1915"
"7","4/21/2016","13.1589"
